,X,biomarker_ID,main_Xref,assessed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,system,DOID,Names,rsID
369,341,,dbSNP:rs11075995,rs11075995 mutation in Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO) (FTO) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FTO,UPKB:A0A1B0GTC3|GRCh38 ,,1612,Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO),rs11075995
370,342,,dbSNP:rs4245739,rs4245739 mutation in Protein Mdm4 (MDM4) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=MDM4,UPKB:A0A087WZ58|GRCh38 ,,1612,Protein Mdm4,rs4245739
371,343,,dbSNP:rs3757322,rs3757322 mutation in  (CCDC170) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCDC170,UPKB:Q8IYT3|GRCh38 ,,1612,,rs3757322
372,344,,dbSNP:rs67397200,rs67397200 mutation in  (ANKLE1 - ABHD8) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ANKLE1 - ABHD8,GRCh38,,1612,,rs67397200
373,345,,dbSNP:rs10069690,rs10069690 mutation in Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit) (TERT) ,presence of,risk_biomarker,tissue (UN:0000479),95778-7,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TERT,UPKB:F6MZ67|GRCh38 ,Tiss,1612,Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit),rs10069690
374,346,,dbSNP:rs11076805,rs11076805 mutation in Adenylate cyclase type 9 (ADCY9) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ADCY9,UPKB:I3L300|GRCh38 ,,1612,Adenylate cyclase type 9,rs11076805
375,347,,dbSNP:rs6569648,rs6569648 mutation in Lethal(3)malignant brain tumor-like protein 3 (L3MBTL3) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=L3MBTL3,UPKB:A0A669KAX0|GRCh38 ,,1612,Lethal(3)malignant brain tumor-like protein 3,rs6569648
376,348,,dbSNP:rs11374964,rs11374964 mutation in Protein O-glucosyltransferase 3 (POGLUT3) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=POGLUT3,UPKB:H0YEM3|GRCh38 ,,1612,Protein O-glucosyltransferase 3,rs11374964
377,349,,dbSNP:rs36194942,rs36194942 mutation in  (PA2G4P3 - CDH2) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PA2G4P3 - CDH2,GRCh38,,1612,,rs36194942
378,350,,dbSNP:rs113701136,rs113701136 mutation in  (C19orf12 - CCNE1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=C19orf12 - CCNE1,GRCh38,,1612,,rs113701136
379,351,,dbSNP:rs17350191,rs17350191 mutation in  (ANXA13 - FAM91A1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ANXA13 - FAM91A1,GRCh38,,1612,,rs17350191
380,352,,dbSNP:rs66823261,rs66823261 mutation in  (RPL23AP53) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPL23AP53,GRCh38,,1612,,rs66823261
381,353,,dbSNP:rs74911261,rs74911261 mutation in Protein O-glucosyltransferase 3 (POGLUT3) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=POGLUT3,UPKB:H0YEM3|GRCh38 ,,1612,Protein O-glucosyltransferase 3,rs74911261
382,354,,dbSNP:rs117618124,rs117618124 mutation in GRB2-associated and regulator of MAPK protein 1 (GAREM1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GAREM1,UPKB:J3QRF3|GRCh38 ,,1612,GRB2-associated and regulator of MAPK protein 1,rs117618124
383,355,,dbSNP:rs4442975,rs4442975 mutation in  (LINC01921 - RN7SKP43) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01921 - RN7SKP43,GRCh38,,1612,,rs4442975
384,356,,dbSNP:rs1011970,rs1011970 mutation in  (CDKN2B-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CDKN2B-AS1,GRCh38,,1612,,rs1011970
385,357,,dbSNP:rs10995201,rs10995201 mutation in  (ZNF365 - ALDH7A1P4) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZNF365 - ALDH7A1P4,GRCh38,,1612,,rs10995201
386,358,,dbSNP:rs11571833,rs11571833 mutation in Truncated breast and ovarian cancer susceptibility protein 2 (BRCA2) ,presence of,risk_biomarker,blood (UN:0000178),21640-8,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=BRCA2,UPKB:A0A068BC92|GRCh38 ,Bld/Tiss,1612,Truncated breast and ovarian cancer susceptibility protein 2,rs11571833
387,359,,dbSNP:rs11627032,rs11627032 mutation in Ras and Rab interactor 3 (Ras interaction/interference protein 3) (RIN3) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RIN3,UPKB:Q8TB24|GRCh38 ,,1612,Ras and Rab interactor 3 (Ras interaction/interference protein 3),rs11627032
388,360,,dbSNP:rs11820646,rs11820646 mutation in  (RPS27P20 - LINC01395) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPS27P20 - LINC01395,GRCh38,,1612,,rs11820646
389,361,,dbSNP:rs13281615,rs13281615 mutation in  (PCAT1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PCAT1,GRCh38,,1612,,rs13281615
390,362,,dbSNP:rs13281615,rs13281615 mutation in  ( POU5F1B) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= POU5F1B,GRCh38,,1612,,rs13281615
391,363,,dbSNP:rs13281615,rs13281615 mutation in  ( CASC8) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= CASC8,GRCh38,,1612,,rs13281615
392,364,,dbSNP:rs13365225,rs13365225 mutation in  (KCNU1 - SMARCE1P4) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=KCNU1 - SMARCE1P4,GRCh38,,1612,,rs13365225
393,365,,dbSNP:rs1432679,rs1432679 mutation in Transcription factor COE1 (EBF1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=EBF1,UPKB:E5RFQ1|GRCh38 ,,1612,Transcription factor COE1,rs1432679
394,366,,dbSNP:rs16857609,rs16857609 mutation in  (DIRC3) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DIRC3,GRCh38,,1612,,rs16857609
395,367,,dbSNP:rs17356907,rs17356907 mutation in  (PGAM1P5) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PGAM1P5,GRCh38,,1612,,rs17356907
396,368,,dbSNP:rs17529111,rs17529111 mutation in  (RPSAP72 - TENT5A) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPSAP72 - TENT5A,GRCh38,,1612,,rs17529111
397,369,,dbSNP:rs17817449,rs17817449 mutation in Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO) (FTO) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FTO,UPKB:A0A1B0GTC3|GRCh38 ,,1612,Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO),rs17817449
398,370,,dbSNP:rs1830298,rs1830298 mutation in Flagellum-associated coiled-coil domain-containing protein 1 (FLACC1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FLACC1,UPKB:C9JTY0|GRCh38 ,,1612,Flagellum-associated coiled-coil domain-containing protein 1,rs1830298
399,371,,dbSNP:rs2943559,rs2943559 mutation in Hepatocyte nuclear factor 4-gamma (HNF4G) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=HNF4G,UPKB:A0A6E1WB48|GRCh38 ,,1612,Hepatocyte nuclear factor 4-gamma,rs2943559
400,372,,dbSNP:rs3215401,rs3215401 mutation in  (TERT - MIR4457) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TERT - MIR4457,GRCh38,,1612,,rs3215401
401,373,,dbSNP:rs3760982,rs3760982 mutation in  (KCNN4 - LYPD5) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=KCNN4 - LYPD5,GRCh38,,1612,,rs3760982
402,374,,dbSNP:rs4784227,rs4784227 mutation in  (CASC16) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CASC16,GRCh38,,1612,,rs4784227
403,375,,dbSNP:rs4808801,rs4808801 mutation in RNA polymerase II elongation factor ELL (ELL) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ELL,UPKB:U3KQ90|GRCh38 ,,1612,RNA polymerase II elongation factor ELL,rs4808801
404,376,,dbSNP:rs4849887,rs4849887 mutation in  (LINC01101 - Y_RNA) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01101 - Y_RNA,GRCh38,,1612,,rs4849887
405,377,,dbSNP:rs6001930,rs6001930 mutation in Myocardin-related transcription factor A (MRTFA) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=MRTFA,UPKB:A0A087WU73|GRCh38 ,,1612,Myocardin-related transcription factor A,rs6001930
406,378,,dbSNP:rs616488,rs616488 mutation in Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14) (PEX14) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PEX14,UPKB:O75381|GRCh38 ,,1612,Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14),rs616488
407,379,,dbSNP:rs62355902,rs62355902 mutation in  (C5orf67 - MAP3K1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=C5orf67 - MAP3K1,GRCh38,,1612,,rs62355902
408,380,,dbSNP:rs7297051,rs7297051 mutation in  (PTHLH - CCDC91) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PTHLH - CCDC91,GRCh38,,1612,,rs7297051
409,381,,dbSNP:rs7904519,rs7904519 mutation in Transcription factor 7-like 2 (TCF7L2) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TCF7L2,UPKB:A0A0A0MTL7|GRCh38 ,,1612,Transcription factor 7-like 2,rs7904519
410,382,,dbSNP:rs9397437,rs9397437 mutation in  (CCDC170 - ESR1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCDC170 - ESR1,GRCh38,,1612,,rs9397437
411,383,,dbSNP:rs4813802,rs4813802 mutation in  (NA - LINC01713) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - LINC01713,GRCh38,,9256,,rs4813802
412,384,,dbSNP:rs6066825,"rs6066825 mutation in Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein (PREX1) ",presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PREX1,UPKB:A0A087WY11|GRCh38 ,,9256,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",rs6066825
413,385,,dbSNP:rs2427308,rs2427308 mutation in CDK5 and ABL1 enzyme substrate 2 (CABLES2) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CABLES2,UPKB:H0Y5H2|GRCh38 ,,9256,CDK5 and ABL1 enzyme substrate 2,rs2427308
414,386,,,      KCNE1      RCAN1  KCNE2    KCNE1        ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; KCNE1; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; RCAN1;  KCNE2; No mapped genes; No mapped genes; No mapped genes; KCNE1; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,GRCh38,,162,,
415,387,,,  CACNA2D3 - LINC02017,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; CACNA2D3 - LINC02017,GRCh38,,162,,
416,388,,,  EGFEM1P,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; EGFEM1P,GRCh38,,162,,
417,389,,,  GIMD1,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; GIMD1,GRCh38,,162,,
418,390,,,  ADAD1,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; ADAD1,GRCh38,,162,,
419,391,,, MIR583HG ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=MIR583HG; No mapped genes,GRCh38,,162,,
420,392,,, LINC01184 ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01184; No mapped genes,GRCh38,,162,,
421,393,,,  MCTP1,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; MCTP1,GRCh38,,162,,
422,394,,, UST-AS2 UST ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=UST-AS2; UST; No mapped genes,GRCh38,,162,,
423,395,,, DEK ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DEK; No mapped genes,GRCh38,,162,,
424,396,,, LINC02865 ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02865; No mapped genes,GRCh38,,162,,
425,397,,,  C8orf34,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; C8orf34,GRCh38,,162,,
426,398,,, RAB1C - FRMPD1 ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RAB1C - FRMPD1; No mapped genes,GRCh38,,162,,
427,399,,,  PRKACG - FXN,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; PRKACG - FXN,GRCh38,,162,,
428,400,,,  CASC2 - FAM204A,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; CASC2 - FAM204A,GRCh38,,162,,
429,401,,, ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes,GRCh38,,162,,
430,402,,,  MUCL1 - TESPA1,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; MUCL1 - TESPA1,GRCh38,,162,,
431,403,,, LINC00457 -  ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC00457 - N/A; No mapped genes,GRCh38,,162,,
432,404,,, LINC01416 TCF4 - LINC01415,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01416; TCF4 - LINC01415,GRCh38,,162,,
433,405,,,         CNIH3 ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; CNIH3; No mapped genes,GRCh38,,162,,
434,406,,,     TRBC2 - TRBV30  TRPV6      TRPV5            ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; No mapped genes; No mapped genes; No mapped genes; TRBC2 - TRBV30; No mapped genes; TRPV6; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; TRPV5; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,GRCh38,,162,,
435,407,,,           LINC02718,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes;  LINC02718,GRCh38,,162,,
436,408,,,          TRIM9 - ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; TRIM9 - N/A,GRCh38,,162,,
437,409,,,           SEC14L5 SEC14L5      UBN1       ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; SEC14L5; SEC14L5; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; UBN1; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes,GRCh38,,162,,
438,410,,,   PHB ZNF652-AS1 - PHB  ZNF652  ZNF652-AS1 - PHB  ZNF652-AS1,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; No mapped genes; PHB; ZNF652-AS1 - PHB; No mapped genes; ZNF652; No mapped genes; ZNF652-AS1 - PHB; No mapped genes; ZNF652-AS1,GRCh38,,162,,
439,411,,,  MARCHF4,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=No mapped genes; MARCHF4,GRCh38,,162,,
440,412,,dbSNP:rs2735940,rs2735940 mutation in  (TERT - MIR4457) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TERT - MIR4457,GRCh38,,9256,,rs2735940
441,413,,dbSNP:rs58791712,rs58791712 mutation in  (RNU1-150P - NA) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNU1-150P - NA,GRCh38,,9256,,rs58791712
442,414,,dbSNP:rs10911251,rs10911251 mutation in LAMC1 protein (LAMC1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LAMC1,UPKB:Q6NVY8|GRCh38 ,,9256,LAMC1 protein,rs10911251
443,415,,dbSNP:rs6687758,rs6687758 mutation in  (LINC02474 - LINC01705) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02474 - LINC01705,GRCh38,,9256,,rs6687758
444,416,,dbSNP:rs992157,rs992157 mutation in Protein lifeguard 3 (TMBIM1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TMBIM1,UPKB:C9IZ27|GRCh38 ,,9256,Protein lifeguard 3,rs992157
445,417,,dbSNP:rs992157,rs992157 mutation in Probable hydrolase PNKD ( PNKD) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= PNKD,UPKB:A0A8I5KXK0|GRCh38 ,,9256,Probable hydrolase PNKD,rs992157
446,418,,dbSNP:rs812481,rs812481 mutation in Leucine-rich repeat protein LRIG1 (LRIG1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LRIG1,UPKB:Q5XWD3|GRCh38 ,,9256,Leucine-rich repeat protein LRIG1,rs812481
447,419,,dbSNP:rs16892766,rs16892766 mutation in  (NA - EIF3H) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - EIF3H,GRCh38,,9256,,rs16892766
448,420,,dbSNP:rs6983267,rs6983267 mutation in  (POU5F1B) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=POU5F1B,UPKB:Q06416|GRCh38 ,,9256,,rs6983267
449,421,,dbSNP:rs6983267,rs6983267 mutation in  ( CCAT2) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= CCAT2,GRCh38,,9256,,rs6983267
